SeniorCitizen,Partner,Dependents,tenure,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
0,0,0,0.38888888888888884,0,0,0,0,0,0.7181835792262996,0.2921616048996914
1,1,0,0.986111111111111,0,0,2,0,1,0.07032418952618452,0.20649404411378866
0,0,0,0.013888888888888888,0,0,0,0,2,0.577049118795179,0.006693351931854715
0,1,1,0.9305555555555555,1,1,1,1,2,0.9077306733167083,0.8469136090396536
0,0,0,0.5694444444444444,0,0,0,0,0,0.517206982543641,0.3322469112768278
0,0,0,0.38888888888888884,0,0,1,0,2,0.8159600997506236,0.31130364816250855
0,0,0,0.013888888888888888,0,0,0,1,2,0.7650965199597006,0.008891665971973809
0,0,0,0.013888888888888888,0,0,0,1,2,0.6055025751582177,0.0070259788771112434
0,1,1,0.08333333333333333,0,0,0,0,3,0.012967581047381549,0.011037192949723343
1,0,0,0.2222222222222222,0,0,0,1,2,0.7755610972568578,0.17612281428013365
0,0,1,0.05555555555555555,1,0,0,1,2,0.3092269326683292,0.019304884234830424
0,0,0,0.4583333333333333,0,0,0,1,2,0.6478802992518702,0.3193964235530083
0,0,0,0.013888888888888888,0,0,0,1,2,0.5615960099750623,0.006512701809213404
0,1,0,0.8472222222222222,1,1,2,1,3,0.4364089775561097,0.43845584248240643
0,1,1,0.4861111111111111,0,0,1,0,3,0.012468827930174564,0.08045548098955753
0,1,1,0.986111111111111,1,1,2,1,0,0.974064837905237,0.9653783139273867
0,0,0,0.013888888888888888,0,0,0,0,3,0.2768186162519375,0.0031835936213137042
0,1,1,0.2638888888888889,0,0,0,1,0,0.3112219451371571,0.11008623353604143
0,1,0,0.013888888888888888,0,0,0,1,0,0.5605985037406482,0.006501040749572914
0,0,0,0.08333333333333333,0,0,0,1,0,0.7370271164591979,0.06003992104297373
0,0,0,0.3611111111111111,0,0,1,1,0,0.011970074812967607,0.05282460017141758
0,1,1,0.75,0,0,2,0,1,0.01995012468827928,0.12497740669694657
0,0,0,0.013888888888888888,0,0,0,0,3,0.275150847805827,0.0031640970541287916
0,1,0,0.6944444444444444,0,0,1,0,0,0.571571072319202,0.44980788404242295
0,0,0,0.05555555555555555,0,0,0,1,2,0.6546677660477989,0.041001599020041454
0,1,0,1.0,1,1,2,0,0,0.9650872817955114,0.9714362344106212
0,1,0,0.5138888888888888,1,1,1,1,2,0.8059850374064839,0.43562803551958773
0,1,1,0.6527777777777778,0,0,2,0,1,0.018453865336658354,0.0996495851578033
0,1,1,0.9166666666666666,0,1,2,0,0,0.3615960099750623,0.4213315764003476
0,0,0,0.05555555555555555,0,0,0,1,0,0.5236907730673317,0.029636583076304148
0,0,0,0.027777777777777776,0,0,0,0,2,0.47271221484315623,0.011340376686184681
0,0,0,0.16666666666666666,0,0,0,0,0,0.5777724371955564,0.09920728855969031
1,1,0,0.4861111111111111,0,0,1,1,0,0.6304239401496259,0.3260898717866493
0,0,0,0.06944444444444445,0,0,0,0,2,0.6181645683481052,0.04624937652080522
1,1,0,0.2361111111111111,0,0,0,1,2,0.7620947630922692,0.18016920197538352
0,0,0,0.18055555555555555,0,0,1,0,3,0.010473815461346625,0.02931007340637044
1,0,0,0.06944444444444445,0,0,0,1,3,0.517206982543641,0.036504947204552475
0,0,0,0.013888888888888888,0,0,0,1,2,0.6231054319427438,0.007231760009825616
0,0,0,0.013888888888888888,0,0,0,1,2,0.7549339023120241,0.008772862814254528
0,1,0,1.0,1,1,2,0,1,0.6064837905236908,0.6277206709773718
0,1,0,0.2222222222222222,0,0,0,1,2,0.7650671998676919,0.17409460475853156
0,1,1,0.8888888888888888,0,0,1,1,2,0.742643391521197,0.6952207147063455
1,1,0,0.013888888888888888,0,0,0,1,2,0.510224438902743,0.0059121572377281925
0,0,0,0.75,1,1,2,0,0,0.6852867830423939,0.5499763863542281
0,1,1,1.0,0,0,2,0,1,0.07132169576059849,0.21559550116319073
0,1,1,0.6388888888888888,1,1,1,0,3,0.38403990024937656,0.29633667811394027
0,0,0,0.3055555555555555,0,0,0,0,3,0.6335605148259784,0.21441706130648033
0,1,0,0.041666666666666664,0,0,0,1,1,0.5620947630922692,0.024564022132691203
1,0,0,0.2777777777777778,0,0,0,1,2,0.7551122194513715,0.20564861728985318
0,1,0,0.736111111111111,0,0,0,1,1,0.8569174857767814,0.6132929839839912
0,0,0,0.06944444444444445,0,0,0,0,1,0.34813810748775825,0.027903241046755223
1,1,1,0.15277777777777776,0,0,0,1,1,0.5665835411471323,0.08821008565048306
0,0,0,0.09722222222222221,1,0,0,0,2,0.428927680798005,0.04898228101987628
0,1,1,0.2222222222222222,1,0,1,1,3,0.37356608478802994,0.09783045985388693
0,1,0,0.375,0,0,0,1,0,0.6537200650310939,0.26158619208880995
0,0,0,0.38888888888888884,0,0,0,1,2,0.8553213766921643,0.34538484067637176
0,0,0,0.41666666666666663,0,1,1,0,1,0.9182044887780549,0.38577117502667474
0,0,0,0.013888888888888888,0,0,0,1,2,0.8241741035026111,0.009582295465146466
0,0,0,0.4861111111111111,0,0,2,0,3,0.008478802992518714,0.07685221356064627
0,1,0,0.986111111111111,0,0,2,1,1,0.0598503740648379,0.19900181329477412
0,1,1,1.0,0,0,2,1,0,0.05635910224438903,0.19710689110319457
0,0,0,0.013888888888888888,0,0,0,0,2,0.014585532373411064,0.0001180332014196709
0,1,1,0.38888888888888884,0,0,0,0,2,0.7217508630183911,0.3125885189244773
0,0,0,0.06944444444444445,0,0,0,1,2,0.6204488778054862,0.04625942359382198
0,0,0,0.8194444444444444,1,1,1,0,1,0.6129675810473816,0.5559118657112373
0,1,1,0.7222222222222222,0,0,1,1,2,0.01995012468827928,0.12498323722676682
0,0,1,0.09722222222222221,0,0,1,0,3,0.010473815461346625,0.01374838931613716
0,0,0,0.41666666666666663,0,0,0,1,1,0.7724250112634217,0.3397127608105937
0,1,1,0.6666666666666666,0,0,2,0,0,0.01795511221945137,0.11759012541469645
0,0,1,0.5694444444444444,0,0,1,1,1,0.018453865336658354,0.09867005614800219
0,0,0,0.027777777777777776,0,0,0,1,1,0.6750203247123321,0.01904031593642588
0,1,0,0.9583333333333333,0,0,2,0,3,0.01496259351620946,0.15679460792602226
0,1,1,0.986111111111111,0,0,2,0,0,0.01496259351620946,0.15981482237290903
0,1,0,1.0,0,0,2,0,1,0.020947630922693278,0.17298015870702174
0,0,0,0.06944444444444445,0,0,0,1,2,0.7405156654035605,0.05426741151054899
0,1,1,0.7222222222222222,0,1,1,1,2,0.5022443890274315,0.4039391059465574
0,0,0,0.6805555555555555,0,0,0,0,1,0.6426598076330758,0.49342045625684394
0,1,1,0.375,1,0,0,1,1,0.3625935162094763,0.17391887400808112
0,0,0,0.9722222222222222,1,1,2,0,0,0.2992518703241895,0.39926885156054137
0,0,0,1.0,0,0,2,1,2,0.8503740648379052,0.8881004716898626
0,1,0,0.7916666666666666,0,0,2,1,0,0.011970074812967607,0.13006745923002025
0,0,0,0.027777777777777776,0,0,0,1,3,0.2653366583541147,0.009048982281019878
0,0,0,0.16666666666666666,0,0,0,0,0,0.62130329410752,0.09885250256753245
0,1,0,0.6805555555555555,0,0,2,0,1,0.31172069825436405,0.278821766533925
0,0,0,0.013888888888888888,0,0,0,1,2,0.012604406286361669,9.48734168896171e-05
0,0,0,0.19444444444444442,0,0,0,1,2,0.6189526184538654,0.12280844960381551
0,1,0,0.15277777777777776,0,0,0,1,2,0.8089775561097257,0.12105346012792184
0,1,1,1.0,0,0,2,1,1,0.06683291770573568,0.20662814629965426
0,1,1,1.0,1,1,2,1,1,0.9087281795511222,0.9137664639585801
0,0,0,0.125,0,0,0,0,2,0.7581047381546135,0.09776632402586424
0,0,0,0.3333333333333333,0,0,0,1,1,0.7197007481296758,0.2639714070817616
0,0,0,0.3611111111111111,0,0,0,1,1,0.24986624808771035,0.1069530536275949
0,1,0,0.013888888888888888,0,0,0,0,2,0.5147132169576061,0.005964632006110396
0,1,1,0.4583333333333333,0,0,0,0,1,0.6758104738154613,0.3179796048066888
0,0,0,0.75,1,0,2,1,0,0.46783042394014956,0.4074432543685245
0,0,0,0.027777777777777776,0,0,0,0,2,0.6199501246882793,0.019269901055908954
0,0,0,0.09722222222222221,0,0,0,0,0,0.5586202321465665,0.056632788601934235
0,0,0,0.027777777777777776,0,0,0,0,3,0.01895261845386534,0.002606246829649411
0,0,0,0.013888888888888888,0,0,0,1,2,0.6636231365247707,0.007705420577876435
0,0,0,0.041666666666666664,0,0,0,0,2,0.5603708090047064,0.022264055627411086
0,0,0,1.0,0,1,2,0,0,0.9057356608478804,0.9164951519144546
0,1,1,0.2638888888888889,1,0,0,1,3,0.16508728179551124,0.06895767618403485
0,1,1,1.0,1,1,2,0,1,0.711720698254364,0.7669537230848168
0,0,0,0.027777777777777776,0,0,0,1,2,0.6346663376135488,0.019331490744620528
0,0,0,0.013888888888888888,0,0,0,1,2,0.5581047381546134,0.00647188810047169
0,1,1,0.1111111111111111,0,0,0,1,2,0.35910224438902744,0.05320358460973349
0,0,0,0.013888888888888888,0,0,0,1,3,0.6164588528678305,0.007154060089440329
0,0,0,0.08333333333333333,0,0,0,0,2,0.7444539937430523,0.06497625959231158
0,0,0,1.0,1,1,2,0,0,0.7341645885286783,0.7712508235623373
0,0,0,0.013888888888888888,0,0,0,1,3,0.2683291770573566,0.0030843502749094806
0,0,1,0.375,0,0,2,0,1,0.012967581047381549,0.05719166700678091
0,0,0,0.013888888888888888,1,0,0,1,2,0.770074812967581,0.008949863274075716
0,0,0,0.013888888888888888,0,0,0,1,2,0.6130188340803213,0.007113845539534166
0,0,0,0.09722222222222221,0,0,0,1,2,0.811208023714463,0.0761836350053401
0,0,0,0.9444444444444444,0,0,2,0,0,0.016458852867830442,0.15952912641171707
0,0,0,0.6527777777777778,0,0,2,0,1,0.018453865336658354,0.11788748243552892
0,0,0,0.013888888888888888,0,0,0,0,1,0.6182506204246692,0.0071750062325533735
0,0,0,0.013888888888888888,0,0,0,1,2,0.3732849370724132,0.0043113053905008344
0,0,0,0.4583333333333333,0,0,2,0,1,0.07281795511221945,0.09413390394785176
0,0,0,0.875,0,1,0,1,1,0.9122194513715711,0.8144200663514295
0,0,0,0.1388888888888889,0,0,0,1,1,0.6244389027431421,0.09319518864679234
1,1,0,0.041666666666666664,0,0,0,1,3,0.18004987531172073,0.008728303140906415
0,0,0,0.6944444444444444,0,0,2,0,1,0.00997506234413964,0.1172053104465603
0,0,0,0.041666666666666664,0,0,0,1,2,0.14336011689909622,0.010069890767393976
0,0,0,0.013888888888888888,0,0,0,1,3,0.5650872817955113,0.006553515517955117
0,1,1,1.0,0,0,2,0,0,0.06683291770573568,0.2144468867886025
0,1,0,0.15277777777777776,0,0,0,1,2,0.7541147132169577,0.12361306271900929
0,0,0,0.3055555555555555,0,0,0,1,1,0.6403072165882353,0.22122914086517934
0,1,0,0.986111111111111,0,0,2,1,0,0.8835668937750167,0.8946019370080277
0,0,0,0.375,1,0,0,1,3,0.3820448877805486,0.19055337558523947
0,1,0,0.7777777777777777,0,1,0,1,2,0.8009975062344139,0.6589256665753218
0,0,0,0.041666666666666664,0,1,0,1,3,0.6977556109725684,0.028359697045670547
0,1,1,0.7638888888888888,1,1,2,1,0,0.6653366583541147,0.5409682177819499
0,0,0,0.013888888888888888,0,0,0,0,2,0.3537734824714163,0.004083212344136469
0,1,0,0.3611111111111111,0,0,1,0,3,0.007980049875311729,0.05139612036545762
0,0,0,0.027777777777777776,0,0,0,1,2,0.7655860349127181,0.020762516689891614
0,0,0,0.29166666666666663,0,0,0,1,0,0.8488274858769647,0.2680003031875507
0,0,0,0.25,0,0,0,0,2,0.7634795357317354,0.20542038064809276
1,0,0,0.2222222222222222,0,0,0,0,1,0.6336538731767825,0.15855848303770928
0,0,0,0.027777777777777776,0,0,0,1,2,0.6743142144638403,0.017095113432957654
0,1,1,0.6388888888888888,1,0,0,0,0,0.16608478802992516,0.18674020908279937
0,1,1,0.20833333333333331,0,0,0,0,3,0.013965087281795519,0.0296307525464839
1,0,0,0.013888888888888888,0,0,0,1,2,0.5588922656708775,0.00648109446432071
0,1,1,0.1111111111111111,0,0,0,1,2,0.6498753117206981,0.07710292634291678
0,0,0,0.5138888888888888,0,0,0,0,1,0.6672948967240808,0.3675492961117961
0,1,1,0.986111111111111,0,0,2,0,0,0.014463840399002503,0.15246835479940063
0,1,0,0.9722222222222222,1,1,1,1,0,0.9087281795511222,0.8764219204599123
0,1,1,0.861111111111111,0,0,2,0,1,0.016458852867830442,0.14518602305391493
0,0,0,0.375,1,1,0,0,3,0.3496259351620948,0.168222446373702
0,0,0,0.013888888888888888,0,0,0,0,2,0.27149629706495876,0.003121374580144961
0,1,0,0.9722222222222222,0,0,2,1,0,0.07581047381546135,0.2318335267125724
0,1,1,1.0,0,0,2,1,1,0.013965087281795519,0.1627650704619529
0,1,1,0.9305555555555555,0,0,2,1,1,0.00997506234413964,0.1475532181609343
0,0,0,0.29166666666666663,0,0,0,0,3,0.015960099750623458,0.0465101363760925
0,1,1,0.5555555555555556,0,0,2,1,3,0.06384039900249378,0.11729276839386397
0,1,1,1.0,1,1,2,1,1,0.4628428927680797,0.5481747526397726
0,0,0,0.08333333333333333,1,0,0,0,0,0.11022443890274314,0.016628671047338072
0,0,0,0.16666666666666666,0,0,0,0,3,0.010473815461346625,0.026517249622473198
0,1,0,0.6527777777777778,0,0,2,0,3,0.012468827930174564,0.11127566161937137
0,0,1,0.013888888888888888,0,0,0,1,3,0.1291770573566085,0.0014576324550611918
0,0,0,0.29166666666666663,0,0,2,0,3,0.011970074812967607,0.04332666709423885
0,0,0,0.027777777777777776,0,0,0,1,2,0.07791319114010242,0.004435371801411899
0,0,0,0.027777777777777776,0,0,0,0,2,0.25885286783042394,0.007276501215665468
0,1,1,0.8888888888888888,1,0,1,0,1,0.831054367312261,0.7626282522116841
1,0,0,0.013888888888888888,0,0,0,0,3,0.06701815227175378,0.0007309816589307176
1,0,0,0.986111111111111,0,0,2,1,3,0.06234413965087279,0.20382366145611655
1,0,0,0.041666666666666664,0,0,0,1,2,0.5938211139446863,0.024910841335081636
0,0,0,0.15277777777777776,0,0,0,1,2,0.463162803861452,0.0844213899189958
1,1,1,0.7638888888888888,1,1,1,0,2,0.5770573566084789,0.48226644355172565
0,1,0,0.027777777777777776,0,0,0,1,2,0.1665835411471322,0.005818868760604277
0,1,1,1.0,1,1,2,0,1,0.371571072319202,0.45025683483858187
0,0,0,0.4583333333333333,0,0,0,1,1,0.5149559503758199,0.2795511494362323
0,0,0,0.7916666666666666,1,0,1,1,0,0.9321089122959769,0.7509086013582443
0,1,0,1.0,1,1,2,0,2,0.9650872817955114,0.9714653870597224
0,0,0,0.041666666666666664,1,0,0,1,1,0.8039900249376559,0.03131577566453463
0,1,0,0.4722222222222222,0,0,0,0,2,0.0628428927680798,0.08878147757286706
0,1,0,0.986111111111111,0,0,2,0,0,0.06334164588528679,0.21200389479391996
0,1,1,0.8888888888888888,0,0,2,1,3,0.06384039900249378,0.1744494522217234
1,0,0,0.40277777777777773,0,0,0,0,1,0.7642085640001606,0.3182406122054602
1,0,0,0.3472222222222222,0,0,0,0,3,0.847147946694319,0.3079129052411106
0,1,0,0.9583333333333333,0,0,0,1,0,0.6683291770573567,0.6822361247966604
1,0,0,0.9444444444444444,0,0,2,1,1,0.015960099750623458,0.1605902828390016
1,0,0,0.013888888888888888,0,0,0,1,2,0.5117759921936142,0.005930295225077089
0,1,0,0.8472222222222222,0,0,2,0,0,0.6234413965087282,0.5729836570249139
0,0,0,0.013888888888888888,0,0,0,0,2,0.2728342796563294,0.00313701588067786
0,1,1,0.9305555555555555,0,0,2,1,3,0.06483790523690772,0.19373684486709308
0,1,0,0.2361111111111111,0,0,0,0,1,0.7053062846512896,0.16779605777033088
1,1,0,0.16666666666666666,0,0,0,1,2,0.7950124688279301,0.12143244456623775
0,0,0,0.9722222222222222,0,1,1,1,2,0.8983218552175314,0.8754460003058313
0,1,0,1.0,1,1,2,1,1,0.9850374064837906,0.9924319722933225
0,0,0,0.05555555555555555,0,0,1,0,3,0.015461346633416445,0.005754732932581583
0,0,0,0.013888888888888888,0,0,0,1,2,0.5091405691045836,0.005899486569693432
0,1,1,0.6527777777777778,0,0,2,0,1,0.016458852867830442,0.11635988362262481
0,1,0,0.3472222222222222,0,0,0,0,2,0.7086578262176579,0.2516685094880241
0,0,0,0.027777777777777776,0,0,0,0,0,0.2643391521197007,0.010751496988531348
1,0,0,0.013888888888888888,0,0,0,0,2,0.5095555168725361,0.005904337397189888
0,0,0,0.027777777777777776,0,0,0,0,2,0.7040965459883912,0.016729804808559345
0,0,0,0.2361111111111111,0,0,2,0,1,0.010473815461346625,0.04083703086099434
0,1,0,0.2638888888888889,0,0,0,0,2,0.711960583197859,0.2035666413586138
0,0,0,0.013888888888888888,0,0,0,0,2,0.21774400356806545,0.002492998858113889
0,1,0,1.0,0,0,2,0,0,0.06234413965087279,0.2112051122085464
0,0,0,0.05555555555555555,0,0,0,0,0,0.591833769979357,0.03343979983011144
0,0,0,0.06944444444444445,0,0,0,1,2,0.7219617824777589,0.0506724489454378
0,0,0,0.013888888888888888,0,0,0,1,2,0.6231714819959138,0.0072325321489689134
0,0,0,0.05555555555555555,0,0,0,0,2,0.7062472096360732,0.040862106366913516
0,1,0,0.3333333333333333,0,0,1,0,1,0.01995012468827928,0.054101486202051186
0,0,0,0.013888888888888888,0,0,0,1,2,0.6112576131950089,0.007093256493496004
0,0,0,0.18055555555555555,0,0,0,1,2,0.6518021031476624,0.12777701286126766
0,1,0,0.6944444444444444,1,1,1,0,2,0.8992518703241896,0.652068963506714
0,1,1,0.4444444444444444,0,0,0,1,2,0.8024937655860349,0.3580819889103323
0,0,1,0.3472222222222222,0,1,1,1,1,0.3625935162094763,0.14547171901510692
1,0,0,0.013888888888888888,0,0,0,1,2,0.5610096763458667,0.006505847444615581
1,0,0,0.041666666666666664,0,0,0,1,2,0.22693266832917702,0.013217811102494884
0,0,0,0.3055555555555555,1,0,0,0,0,0.2897089212968488,0.12104978764823832
0,0,0,0.013888888888888888,0,0,0,0,3,0.2588451744030208,0.0029734802705252534
0,1,0,0.4444444444444444,0,0,1,0,3,0.008977556109725698,0.06697529604515164
0,0,0,0.027777777777777776,0,0,0,1,2,0.6261028830073991,0.017739928765615125
0,0,0,0.3472222222222222,0,0,0,1,2,0.8089775561097257,0.27405822367078503
0,0,0,0.9166666666666666,0,0,1,1,0,0.7032418952618453,0.6974771297467803
0,0,0,0.013888888888888888,0,0,0,1,0,0.26583186905369716,0.003055156214194208
0,0,0,0.013888888888888888,0,0,0,1,2,0.513715710723192,0.005952970946469906
0,0,0,0.15277777777777776,0,0,0,1,2,0.8179287758634728,0.12959240012968518
1,1,0,0.5555555555555556,0,0,0,0,1,0.8191327640571735,0.47289525238795876
0,0,1,0.986111111111111,1,0,2,0,0,0.8807980049875312,0.8586504655678063
0,1,1,1.0,0,0,2,0,1,0.06334164588528679,0.21459265003410863
0,0,0,0.5416666666666666,0,1,0,1,2,0.22144638403990025,0.17207642658488378
1,0,0,0.1388888888888889,0,1,0,1,2,0.11221945137157108,0.031782218050154215
0,0,0,0.16666666666666666,1,0,0,0,0,0.6307791756936949,0.09799308951175498
0,0,0,0.05555555555555555,0,0,0,1,1,0.515211970074813,0.028925258438234284
0,0,0,0.041666666666666664,0,1,0,0,2,0.6829583022621646,0.029620406070410044
0,0,0,0.013888888888888888,0,0,0,1,2,0.5635910224438903,0.006536023928494384
0,0,0,0.027777777777777776,0,0,0,1,2,0.6584898731968984,0.01744244885860816
0,0,1,0.05555555555555555,0,0,0,0,1,0.01995012468827928,0.00882159161803033
0,0,0,0.027777777777777776,0,1,0,0,2,0.5785536159600997,0.016552874159674894
0,0,0,0.041666666666666664,0,0,1,0,3,0.02793017456359101,0.0038714718006425245
0,1,0,0.9444444444444444,1,1,2,0,3,0.9995012468827931,0.9295263860627018
0,0,0,0.013888888888888888,0,0,0,1,2,0.5105214996316743,0.005915629940712298
0,0,1,0.05555555555555555,1,0,0,1,3,0.3870324189526185,0.023893511203363055
0,0,0,0.15277777777777776,0,0,0,1,1,0.807266085045339,0.13784762823232544
0,1,1,0.986111111111111,1,1,2,0,0,0.4119700748129676,0.4785465655264094
0,0,0,0.027777777777777776,0,0,0,0,2,0.6819451953490039,0.016994436073879023
0,0,0,0.027777777777777776,0,0,0,0,2,0.6174983951813708,0.019024233298088264
0,1,0,0.9444444444444444,1,1,2,1,1,0.7221945137157106,0.7327809878083623
0,0,0,0.5972222222222222,0,1,1,0,2,0.36957605985037406,0.2828273405204331
0,0,0,0.6388888888888888,0,0,0,0,0,0.542643391521197,0.3767163622158346
1,0,0,0.125,0,0,0,1,1,0.658354114713217,0.08321915212435355
0,1,0,0.013888888888888888,0,0,0,1,2,0.8294996567797011,0.009644552313515171
0,1,0,0.8333333333333333,0,0,0,1,2,0.771571072319202,0.6674848843514412
0,0,0,0.06944444444444445,0,0,0,1,2,0.739152119700748,0.05059150725026383
1,0,0,0.6805555555555555,0,0,1,1,0,0.7127182044887779,0.49773483916483496
0,0,0,0.013888888888888888,0,0,0,1,2,0.510394418992697,0.005914144341064756
1,1,1,1.0,1,1,2,1,1,0.6947630922693266,0.7471007690468834
0,0,0,0.3611111111111111,0,0,0,0,3,0.02493765586034913,0.05824116237442496
0,1,1,0.8055555555555555,0,0,2,0,1,0.01895261845386534,0.13315764003474997
0,1,0,0.1388888888888889,0,0,0,1,2,0.6695098708170464,0.09756910986481518
0,0,0,0.20833333333333331,0,0,0,0,0,0.6742014015308637,0.14586728113736339
0,1,0,0.4722222222222222,0,0,0,1,2,0.5327331748211646,0.27903604631377876
0,0,0,0.20833333333333331,0,0,1,0,3,0.013965087281795519,0.03332147792269884
0,0,0,0.013888888888888888,0,0,0,0,2,0.6100535593216603,0.007079180848108452
0,1,1,0.9722222222222222,1,0,2,1,1,0.6159600997506234,0.6508387217146423
0,0,0,0.5694444444444444,0,0,2,0,3,0.015960099750623458,0.0922914565246544
1,0,0,0.875,1,0,0,1,0,0.9077306733167083,0.817743468348969
0,0,0,0.013888888888888888,0,0,0,0,2,0.5108174492008324,0.0059190896540027675
0,1,0,0.986111111111111,0,0,2,1,0,0.02493765586034913,0.17192483280955742
1,0,0,0.8194444444444444,0,0,2,1,1,0.6064837905236908,0.5330853414649791
0,1,0,0.9722222222222222,1,1,2,0,1,0.6788029925187034,0.6916582609861759
0,1,0,0.013888888888888888,0,0,0,1,3,0.5103954184456314,0.005914156024881734
0,0,0,0.013888888888888888,0,0,0,1,2,0.5238029028504294,0.0060708923638432
0,0,0,0.19444444444444442,0,0,0,1,1,0.6508874297711835,0.1352330815622722
0,0,0,0.5,0,0,1,1,1,0.019451371571072323,0.07894537376611414
0,0,0,0.16666666666666666,1,0,0,0,0,0.63142144638404,0.09792374833101085
0,1,1,0.5277777777777778,1,1,2,0,1,0.6244389027431421,0.3575339191072293
0,1,1,0.6805555555555555,1,0,0,1,2,0.20748129675810478,0.2121496580394261
0,1,0,0.20833333333333331,0,0,2,0,3,0.0678304239401496,0.043035140603226614
1,0,0,0.041666666666666664,0,0,0,1,2,0.5308309435997776,0.02531521288292505
0,0,0,0.05555555555555555,0,0,0,1,0,0.5366583541147132,0.03343225798928349
0,0,0,0.75,1,1,2,0,2,0.6204488778054862,0.49922162426899735
1,0,0,0.25,0,0,1,0,0,0.019451371571072323,0.040901166689017034
0,0,1,0.013888888888888888,0,0,0,1,3,0.5206034665433459,0.00603349027420637
0,0,0,0.5277777777777778,0,0,1,1,0,0.5192019950124689,0.3007095754791238
0,1,1,0.7777777777777777,1,1,2,1,1,0.5730673316708228,0.4947029636583077
0,0,0,0.8194444444444444,0,0,2,0,2,0.7720698254364089,0.657287287695833
0,0,0,0.861111111111111,1,1,2,1,3,0.4658354114713216,0.44637370197829884
0,0,1,0.18055555555555555,0,0,0,0,2,0.11720698254364087,0.042370460203718714
0,0,0,0.09722222222222221,0,0,0,1,1,0.6821827074422186,0.07014702003307142
0,0,1,0.013888888888888888,0,1,0,1,3,0.31421446384039897,0.003620759018372
0,0,0,0.027777777777777776,0,0,0,1,2,0.6708229426433916,0.018966713505256225
0,0,0,0.5694444444444444,0,0,2,0,3,0.017456359102244384,0.09136440228323549
0,0,0,0.3194444444444444,0,0,1,1,1,0.012468827930174564,0.05355341639894818
1,0,0,0.013888888888888888,0,0,0,0,3,0.3206982543640898,0.003696555906035181
1,1,0,0.1388888888888889,0,1,0,1,3,0.739152119700748,0.10672784835958045
0,0,0,0.027777777777777776,0,0,0,0,1,0.5471366557994373,0.014961139518748072
0,1,1,0.013888888888888888,0,0,0,1,2,0.5147132169576061,0.005964632006110396
0,0,0,0.16666666666666666,0,0,0,1,2,0.7263512289426197,0.12543806658976164
0,1,0,0.9583333333333333,0,1,2,1,3,0.7386533665835411,0.7511704788614143
0,1,1,0.05555555555555555,0,0,1,0,1,0.056857855361596016,0.0063261248549655695
0,0,0,0.18055555555555555,0,1,0,1,2,0.7778912156417603,0.14956484639600334
1,1,0,1.0,1,0,2,1,0,0.9092269326683291,0.9214394412020221
0,1,1,0.3472222222222222,0,0,1,0,3,0.3516209476309227,0.1558617231547831
1,0,0,0.7777777777777777,0,1,2,1,0,0.8129675810473815,0.663216936523022
0,0,0,0.013888888888888888,0,0,0,0,2,0.32053138290461175,0.00369460514324881
0,0,0,0.013888888888888888,0,0,0,0,2,0.5150214607988028,0.005968235442050945
0,1,1,0.9305555555555555,0,1,2,1,0,0.513715710723192,0.5360647422031241
1,0,0,0.611111111111111,0,0,0,1,2,0.8576602503076245,0.5438506516370462
0,1,1,0.38888888888888884,1,0,1,1,0,0.6428927680798004,0.2684317623942488
0,1,0,0.013888888888888888,0,0,0,1,2,0.8300754094941101,0.009651282984972922
0,0,0,0.06944444444444445,0,0,0,1,2,0.6152937409301216,0.04593212012930589
0,1,0,0.7638888888888888,1,1,1,1,1,0.4753117206982543,0.4015194360711558
0,0,0,0.013888888888888888,0,0,0,1,2,0.6059850374064839,0.007031618963215188
0,0,0,0.05555555555555555,0,0,0,0,3,0.2736309460341548,0.020234547543991347
1,0,0,0.40277777777777773,0,0,0,1,2,0.6140025632166346,0.2735626773365804
0,0,0,0.4722222222222222,1,0,1,0,3,0.3845386533665836,0.21813761216481745
0,1,0,1.0,1,0,2,0,0,0.6189526184538654,0.6668668481904952
0,0,0,0.125,0,0,0,1,2,0.0653366583541147,0.019987056223799062
1,0,0,0.1111111111111111,0,0,0,0,1,0.8197885968679701,0.09343412433162454
1,0,0,0.013888888888888888,0,0,0,1,2,0.6054862842892768,0.007025788433394943
1,0,0,0.20833333333333331,0,0,0,0,2,0.5710723192019951,0.13151343062544096
0,0,0,0.9583333333333333,0,0,2,0,1,0.061845386533665864,0.19348030155500232
0,0,0,0.05555555555555555,0,0,0,0,2,0.5675236032666067,0.03723923555508221
0,1,0,0.18055555555555555,0,0,0,0,2,0.6977821209128783,0.14039293948442572
0,1,1,0.7777777777777777,1,1,2,0,1,0.6269326683291769,0.5365894898869461
0,0,0,0.2361111111111111,0,0,0,1,2,0.6753379558888735,0.17864096445222952
0,0,0,0.5277777777777778,0,1,0,0,1,0.7536176007274265,0.4030205949241957
0,1,1,1.0,1,1,2,0,0,0.459351620947631,0.5258146707791338
0,0,0,0.1388888888888889,0,1,0,0,2,0.1780548628428928,0.041414253313198576
0,0,0,0.013888888888888888,0,0,0,1,2,0.7271787339879847,0.008448399004413184
0,1,1,0.9027777777777777,1,1,2,1,3,0.7187032418952619,0.6925561625784936
0,0,0,0.736111111111111,0,0,2,0,0,0.012468827930174564,0.11184705354175535
0,0,0,0.013888888888888888,0,0,0,1,2,0.6254364089775561,0.0072590096262047325
